date,title,translated_title,file,link
09.02.2019,Test Ve Eğitim Gemisi Ufuk’un (A-591) Denize İniş Töreninde Yaptıkları Konuşma,Speech by the Test and Training Ship Ufuk (A-591) at the Landing Ceremony,PresSpeech660.txt,https://www.tccb.gov.tr/konusmalar/353/102212/test-ve-egitim-gemisi-ufuk-un-a-591-denize-inis-toreninde-yaptiklari-konusma
07.02.2019,ABD Ticaret Odası ve Amerikan Türk Konseyi Üyelerini Kabulünde Yaptıklar Konuşma,Speech at the Acceptance of the Members of the US Chamber of Commerce and the American Turkic Council,PresSpeech661.txt,https://www.tccb.gov.tr/konusmalar/353/101964/abd-ticaret-odasi-ve-amerikan-turk-konseyi-uyelerini-kabulunde-yaptiklar-konusma
06.02.2019,ODTÜ Teknokent Açılışında Yaptıkları Konuşma,Speech Delivered at the Opening of METU Technopolis,PresSpeech662.txt,https://www.tccb.gov.tr/konusmalar/353/102215/odtu-teknokent-acilisinda-yaptiklari-konusma
05.02.2019,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech663.txt,https://www.tccb.gov.tr/konusmalar/353/101833/ak-parti-grup-toplantisinda-yaptiklari-konusma
15.01.2019,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech664.txt,https://www.tccb.gov.tr/konusmalar/353/101591/ak-parti-grup-toplantisinda-yaptiklari-konusma
10.01.2019,2018 Yılı Kültür ve Turizm Bakanlığı  Özel Ödülleri Töreninde Yaptıkları Konuşma,Speech at the 2018 Ministry of Culture and Tourism Special Awards Ceremony,PresSpeech665.txt,https://www.tccb.gov.tr/konusmalar/353/100527/2018-yili-kultur-ve-turizm-bakanligi-ozel-odulleri-toreninde-yaptiklari-konusma
09.01.2019,Cumhurbaşkanlığı Hükümet Sisteminde  Yerel Yönetimler Sempozyumunda  Yaptıkları Konuşma,Speech at the Local Administrations Symposium in the Presidential System of Government,PresSpeech666.txt,https://www.tccb.gov.tr/konusmalar/353/100484/cumhurbaskanligi-hukumet-sisteminde-yerel-yonetimler-sempozyumunda-yaptiklari-konusma
08.01.2019,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech667.txt,https://www.tccb.gov.tr/konusmalar/353/100481/ak-parti-grup-toplantisinda-yaptiklari-konusma
26.12.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech668.txt,https://www.tccb.gov.tr/konusmalar/353/100313/ak-parti-grup-toplantisinda-yaptiklari-konusma
14.12.2018,İslam İşbirliği Teşkilatı Birinci Yargı Konferansında Yaptıkları Konuşma,Speech at the First Judicial Conference of the Organization of Islamic Cooperation,PresSpeech669.txt,https://www.tccb.gov.tr/konusmalar/353/100110/islam-isbirligi-teskilati-birinci-yargi-konferansinda-yaptiklari-konusma
28.11.2018,34. İSEDAK Toplantısında Yaptıkları Konuşma,Speech Delivered at the 34th COMCEC Meeting,PresSpeech670.txt,https://www.tccb.gov.tr/konusmalar/353/99980/34-isedak-toplantisinda-yaptiklari-konusma
27.11.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech671.txt,https://www.tccb.gov.tr/konusmalar/353/99979/ak-parti-grup-toplantisinda-yaptiklari-konusma
21.11.2018,48. Muhtarlar Toplantısında Yaptıkları Konuşma,Speech Delivered at the 48th Mukhtars Meeting,PresSpeech672.txt,https://www.tccb.gov.tr/konusmalar/353/99739/48-muhtarlar-toplantisinda-yaptiklari-konusma
20.11.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech673.txt,https://www.tccb.gov.tr/konusmalar/353/99717/ak-parti-grup-toplantisinda-yaptiklari-konusma
19.11.2018,Türkakım Projesi Deniz Bölümünün Tamamlanması Töreninde Yaptıkları Konuşma,Speech at the Completion Ceremony of TurkStream Project Marine Section,PresSpeech674.txt,https://www.tccb.gov.tr/konusmalar/353/99716/turkakim-projesi-deniz-bolumunun-tamamlanmasi-toreninde-yaptiklari-konusma
17.11.2018,2018 Yılı Mevlid-i Nebi Haftası Açılışında Yaptıkları Konuşma,Speech Delivered at the Opening of the Mawlid-i Nebi Week 2018,PresSpeech675.txt,https://www.tccb.gov.tr/konusmalar/353/99738/2018-yili-mevlid-i-nebi-haftasi-acilisinda-yaptiklari-konusma
17.11.2018,Millet Bahçeleri Açılış Töreninde Yaptıkları Konuşma,Speech at the Opening Ceremony of the National Gardens,PresSpeech676.txt,https://www.tccb.gov.tr/konusmalar/353/99746/millet-bahceleri-acilis-toreninde-yaptiklari-konusma
10.11.2018,Atatürk’ü Anma Programında Yaptıkları Konuşma,Speech in the Commemoration of Atatürk Program,PresSpeech677.txt,https://www.tccb.gov.tr/konusmalar/353/99718/ataturk-u-anma-programinda-yaptiklari-konusma
07.11.2018,Sağlık Bilimleri Üniversitesi Akademik Yıl Açılış Töreninde Yaptıkları Konuşma,Speech at the University of Health Sciences Academic Year Opening Ceremony,PresSpeech678.txt,https://www.tccb.gov.tr/konusmalar/353/99573/saglik-bilimleri-universitesi-akademik-yil-acilis-toreninde-yaptiklari-konusma
06.11.2018,“Fidanlar Fidanlarla Büyüyor”  Programında Yaptıkları Konuşma,"Speech in the Program ""The Saplings are Growing with Saplings""",PresSpeech679.txt,https://www.tccb.gov.tr/konusmalar/353/99558/-fidanlar-fidanlarla-buyuyor-programinda-yaptiklari-konusma
06.11.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech680.txt,https://www.tccb.gov.tr/konusmalar/353/99557/ak-parti-grup-toplantisinda-yaptiklari-konusma
04.11.2018,Burgazada Korvetinin Deniz Kuvvetlerine Teslimi  ve Denizaltı Aydınreis’in İlk Kaynak Töreninde  Yaptıkları Konuşma,Delivery of the Burgazada Corvette to the Naval Forces and the Speech of the Submarine Aydınreis at the First Welding Ceremony,PresSpeech681.txt,https://www.tccb.gov.tr/konusmalar/353/99547/burgazada-korvetinin-deniz-kuvvetlerine-teslimi-ve-denizalti-aydinreis-in-ilk-kaynak-toreninde-yaptiklari-konusma
03.11.2018,Türkiye Gençlik Zirvesinde Yaptıkları Konuşma,Speech at the Turkey Youth Summit,PresSpeech682.txt,https://www.tccb.gov.tr/konusmalar/353/99572/turkiye-genclik-zirvesinde-yaptiklari-konusma
31.10.2018,Milli Teknoloji Geliştirme Altyapıları Açılış Töreninde Yaptıkları Konuşma,Speech at the National Technology Development Infrastructures Opening Ceremony,PresSpeech683.txt,https://www.tccb.gov.tr/konusmalar/353/99747/milli-teknoloji-gelistirme-altyapilari-acilis-toreninde-yaptiklari-konusma
30.10.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech684.txt,https://www.tccb.gov.tr/konusmalar/353/99468/ak-parti-grup-toplantisinda-yaptiklari-konusma
29.10.2018,İstanbul Havalimanı’nın Açılış Töreninde  Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of Istanbul Airport,PresSpeech685.txt,https://www.tccb.gov.tr/konusmalar/353/99488/istanbul-havalimani-nin-acilis-toreninde-yaptiklari-konusma
24.10.2018,‘Şûra-yı Devlet’ten Danıştay’a Uluslararası Sempozyumu’nda Yaptıkları Konuşma,Speech from the Council of State to the Council of State at the International Symposium,PresSpeech686.txt,https://www.tccb.gov.tr/konusmalar/353/99346/-s-ra-yi-devlet-ten-danistay-a-uluslararasi-sempozyumu-nda-yaptiklari-konusma
23.10.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech687.txt,https://www.tccb.gov.tr/konusmalar/353/99308/ak-parti-grup-toplantisinda-yaptiklari-konusma
23.10.2018,Milli Eğitim Bakanlığı 2023 Eğitim Vizyon Belgesi  Tanıtım Toplantısında Yaptıkları Konuşma,Speech at the Ministry of National Education 2023 Education Vision Document Presentation Meeting,PresSpeech688.txt,https://www.tccb.gov.tr/konusmalar/353/99366/milli-egitim-bakanligi-2023-egitim-vizyon-belgesi-tanitim-toplantisinda-yaptiklari-konusma
20.10.2018,Diyarbakır Gençlik Festivali’nin Kapanış Töreninde Yaptıkları Konuşma,Speech at the Closing Ceremony of Diyarbakır Youth Festival,PresSpeech689.txt,https://www.tccb.gov.tr/konusmalar/353/99345/diyarbakir-genclik-festivali-nin-kapanis-toreninde-yaptiklari-konusma
19.10.2018,SOCAR Star Rafinerisi’nin Açılış Töreninde Yaptıkları Konuşma,Speech at the Opening Ceremony of SOCAR Star Refinery,PresSpeech690.txt,https://www.tccb.gov.tr/konusmalar/353/99344/socar-star-rafinerisi-nin-acilis-toreninde-yaptiklari-konusma
18.10.2018,Moldova - Gökoğuz Yeri Ziyaretinde  Komrat Halkına Hitaben Yaptıkları Konuşma,Moldova - Speech to the People of Comrat during their Visit to Gökoğuz Place,PresSpeech691.txt,https://www.tccb.gov.tr/konusmalar/353/99343/moldova-gokoguz-yeri-ziyaretinde-komrat-halkina-hitaben-yaptiklari-konusma
16.10.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech692.txt,https://www.tccb.gov.tr/konusmalar/353/99322/ak-parti-grup-toplantisinda-yaptiklari-konusma
16.10.2018,Hâkim Ve Cumhuriyet Savcısı Kura Töreninde Yaptıkları Konuşma,The Speech of the Judge and the Public Prosecutor at the Drawing Ceremony,PresSpeech693.txt,https://www.tccb.gov.tr/konusmalar/353/99351/h-kim-ve-cumhuriyet-savcisi-kura-toreninde-yaptiklari-konusma
15.10.2018,35. İl Müftüleri İstişare Toplantısında Yaptıkları Konuşma,Speech at the 35th Provincial Mufti Consultation Meeting,PresSpeech694.txt,https://www.tccb.gov.tr/konusmalar/353/99321/35-il-muftuleri-istisare-toplantisinda-yaptiklari-konusma
12.10.2018,2018 8’inci Dönem Uzman Erbaş Komando Kursiyerlerinin Bröve Takma Töreninde Yaptıkları Konuşma,Speech of 2018 8th Term Specialist Private Commando Trainees at the Badge Donning Ceremony,PresSpeech695.txt,https://www.tccb.gov.tr/konusmalar/353/99348/2018-8-inci-donem-uzman-erbas-komando-kursiyerlerinin-brove-takma-toreninde-yaptiklari-konusma
10.10.2018,Türkiye-Afrika Ekonomi ve İş Forumunda Yaptıkları Konuşma,Speech at the Turkey-Africa Economy and Business Forum,PresSpeech696.txt,https://www.tccb.gov.tr/konusmalar/353/99372/turkiye-afrika-ekonomi-ve-is-forumunda-yaptiklari-konusma
03.10.2018,Yükseköğretim Akademik Yılı Açılış Töreninde Yaptıkları Konuşma,Speech at the Opening Ceremony of the Academic Year of Higher Education,PresSpeech697.txt,https://www.tccb.gov.tr/konusmalar/353/99365/yuksekogretim-akademik-yili-acilis-toreninde-yaptiklari-konusma
02.10.2018,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech698.txt,https://www.tccb.gov.tr/konusmalar/353/98914/ak-parti-grup-toplantisinda-yaptiklari-konusma
01.10.2018,TBMM 27. Dönem 2. Yasama Yılı Açış Konuşması,Opening Speech for the 27th Term 2nd Legislative Year of the Grand National Assembly of Turkey,PresSpeech699.txt,https://www.tccb.gov.tr/konusmalar/353/98884/cumhurbaskanimiz-sayin-recep-tayyip-erdogan-in-tbmm-27-donem-2-yasama-yili-acis-konusmasi
25.09.2018,73. Birleşmiş Milletler Genel Kurulunda Yaptıkları Konuşma,Speech to the 73rd United Nations General Assembly,PresSpeech700.txt,https://www.tccb.gov.tr/konusmalar/353/98783/73-birlesmis-milletler-genel-kurulunda-yaptiklari-konusma
24.09.2018,TURKEN Vakfı Gala Yemeğinde Yaptıkları Konuşma,Speech at the TURKEN Foundation Gala Dinner,PresSpeech701.txt,https://www.tccb.gov.tr/konusmalar/353/98790/turken-vakfi-gala-yemeginde-yaptiklari-konusma
24.09.2018,ABD’de Türk Ve Müslüman Toplumuyla Buluşma Programında Yaptıkları Konuşma,Speech at the Program to Meet with the Turkish and Muslim Community in the USA,PresSpeech702.txt,https://www.tccb.gov.tr/konusmalar/353/98789/abd-de-turk-ve-musluman-toplumuyla-bulusma-programinda-yaptiklari-konusma
22.09.2018,TEKNOFEST İstanbul’da Yaptıkları Konuşma,Speech at TEKNOFEST Istanbul,PresSpeech703.txt,https://www.tccb.gov.tr/konusmalar/353/98791/teknofest-istanbul-da-yaptiklari-konusma
19.09.2018,Gaziler Günü Töreninde Yaptıkları Konuşma ,Speech at the Veterans Day Ceremony,PresSpeech704.txt,https://www.tccb.gov.tr/konusmalar/353/98641/gaziler-gunu-toreninde-yaptiklari-konusma-
18.09.2018,2018-2019 Eğitim Öğretim Dönemi  Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of the 2018-2019 Academic Year,PresSpeech705.txt,https://www.tccb.gov.tr/konusmalar/353/98630/2018-2019-egitim-ogretim-donemi-acilis-toreninde-yaptiklari-konusma
15.09.2018,Bakü’nün Kurtuluşunun 100. Yıl Dönümü Töreninde Yaptıkları Konuşma,Speech at the 100th Anniversary of the Liberation of Baku,PresSpeech706.txt,https://www.tccb.gov.tr/konusmalar/353/98629/baku-nun-kurtulusunun-100-yil-donumu-toreninde-yaptiklari-konusma
02.09.2018,Kırgızistan-Türkiye Manas Üniversitesi  Fahri Doktora Unvanı Tevcih Töreninde  Yaptıkları Konuşma,Kyrgyzstan-Turkey Manas University Speech at the Honorary Doctorate Award Ceremony,PresSpeech707.txt,https://www.tccb.gov.tr/konusmalar/353/96517/kirgizistan-turkiye-manas-universitesi-fahri-doktora-unvani-tevcih-toreninde-yaptiklari-konusma
02.09.2018,Türkiye-Kırgızistan İş Forumunda Yaptıkları Konuşma,Speech at the Turkey-Kyrgyzstan Business Forum,PresSpeech708.txt,https://www.tccb.gov.tr/konusmalar/353/96516/turkiye-kirgizistan-is-forumunda-yaptiklari-konusma
31.08.2018,Kara Astsubay Meslek Yüksekokulu Mezuniyet Töreninde Yaptıkları Konuşma,Speech Delivered at the Graduation Ceremony of the Black Petty Officer Vocational School,PresSpeech709.txt,https://www.tccb.gov.tr/konusmalar/353/96331/kara-astsubay-meslek-yuksekokulu-mezuniyet-toreninde-yaptiklari-konusma
30.08.2018,Milli Savunma Üniversitesi Harp Okulları  Mezuniyet Töreninde Yaptıkları Konuşma,Speech at the National Defense University Military Academy Graduation Ceremony,PresSpeech710.txt,https://www.tccb.gov.tr/konusmalar/353/96330/milli-savunma-universitesi-harp-okullari-mezuniyet-toreninde-yaptiklari-konusma
30.08.2018,30 Ağustos Zafer Bayramı Resepsiyonunda Yaptıkları Konuşma,Speech at the 30 August Victory Day Reception,PresSpeech711.txt,https://www.tccb.gov.tr/konusmalar/353/96324/30-agustos-zafer-bayrami-resepsiyonunda-yaptiklari-konusma
29.08.2018,Radyo Televizyon Gazetecileri Derneği 2017 Yılı Medya Oscarları Ödül Töreninde Yaptıkları Konuşma,The Speech of the Radio and Television Journalists Association at the 2017 Media Oscars Award Ceremony,PresSpeech712.txt,https://www.tccb.gov.tr/konusmalar/353/96329/radyo-televizyon-gazetecileri-dernegi-2017-yili-medya-oscarlari-odul-toreninde-yaptiklari-konusma
26.08.2018,Anadolu’nun Fethi Malazgirt 1071 Töreninde Yaptıkları Konuşma ,"Speech Delivered at the Ceremony of the Conquest of Anatolia, Malazgirt 1071",PresSpeech713.txt,https://www.tccb.gov.tr/konusmalar/353/96277/anadolu-nun-fethi-malazgirt-1071-toreninde-yaptiklari-konusma-
13.08.2018,10. Büyükelçiler Konferansı’nda Yaptıkları Konuşma,Speech at the 10th Ambassadors Conference,PresSpeech714.txt,https://www.tccb.gov.tr/konusmalar/353/96166/10-buyukelciler-konferansi-nda-yaptiklari-konusma
15.07.2018,15 Temmuz Şehitler Köprüsü Buluşmasında Yaptıkları Konuşma,Speech Delivered at the 15 July Martyrs' Bridge Meeting,PresSpeech715.txt,https://www.tccb.gov.tr/konusmalar/353/96173/15-temmuz-sehitler-koprusu-bulusmasinda-yaptiklari-konusma
15.07.2018,15 Temmuz Şehit Yakınları ve Gazileri ile Yemek  Programında Yaptıkları Konuşma,Speech with Relatives and Veterans of 15 July Martyrs at the Meal Program,PresSpeech716.txt,https://www.tccb.gov.tr/konusmalar/353/96172/15-temmuz-sehit-yakinlari-ve-gazileri-ile-yemek-programinda-yaptiklari-konusma
13.07.2018,TBMM Başkanı Binali Yıldırım’a Devlet Şeref Madalyası Tevcih Töreninde Yaptıkları Konuşma,Speech to the Speaker of the Grand National Assembly of Turkey Binali Yıldırım at the State Medal of Honor Award Ceremony,PresSpeech717.txt,https://www.tccb.gov.tr/konusmalar/353/94865/tbmm-baskani-binali-yildirim-a-devlet-seref-madalyasi-tevcih-toreninde-yaptiklari-konusma
13.07.2018,Cumhurbaşkanlığı Kabinesi Birinci Toplantısı Açılış Töreni’nde Yaptıkları Konuşma,Speech at the Opening Ceremony of the First Meeting of the Presidential Cabinet,PresSpeech718.txt,https://www.tccb.gov.tr/konusmalar/353/95917/cumhurbaskanligi-kabinesi-birinci-toplantisi-acilis-toreni-nde-yaptiklari-konusma
09.07.2018,Cumhurbaşkanlığı Göreve Başlama Töreninde Yaptıkları Konuşma,Speech Delivered at the Presidential Inauguration Ceremony,PresSpeech719.txt,https://www.tccb.gov.tr/konusmalar/353/94767/cumhurbaskanligi-goreve-baslama-toreninde-yaptiklari-konusma
24.06.2018,AK Parti Genel Merkezinde Yaptıkları Balkon Konuşması,Balcony Speech at AK Party Headquarters,PresSpeech720.txt,https://www.tccb.gov.tr/konusmalar/353/94716/ak-parti-genel-merkezinde-yaptiklari-balkon-konusmasi
20.05.2018,Uluslararası Saraybosna Üniversitesi Fahri Doktora Tevcih Töreninde Yaptıkları Konuşma,Speech at the International University of Sarajevo Honorary Doctorate Conferral Ceremony,PresSpeech721.txt,https://www.tccb.gov.tr/konusmalar/353/94037/uluslararasi-saraybosna-universitesi-fahri-doktora-tevcih-toreninde-yaptiklari-konusma
20.05.2018,6. UETD Genel Kurulunda Yaptıkları Konuşma,Speech at the 6th UETD General Assembly,PresSpeech722.txt,https://www.tccb.gov.tr/konusmalar/353/94022/6-uetd-genel-kurulunda-yaptiklari-konusma
18.05.2018,Kudüs’e Destek Mitinginde Yaptıkları Konuşma,Speech at the Support for Jerusalem Rally,PresSpeech723.txt,https://www.tccb.gov.tr/konusmalar/353/94021/kudus-e-destek-mitinginde-yaptiklari-konusma
18.05.2018,İslam İşbirliği Teşkilatı Olağanüstü Zirvesinde Yaptıkları Konuşma,Speech at the Extraordinary Summit of the Organization of Islamic Cooperation,PresSpeech724.txt,https://www.tccb.gov.tr/konusmalar/353/94020/islam-isbirligi-teskilati-olaganustu-zirvesinde-yaptiklari-konusma
16.05.2018,Şehit Aileleriyle İftar Programında Yaptıkları Konuşma,Speech with Martyrs' Families at the Iftar Program,PresSpeech725.txt,https://www.tccb.gov.tr/konusmalar/353/94019/sehit-aileleriyle-iftar-programinda-yaptiklari-konusma
14.05.2018,"Londra’da, Chatham House’da Yaptıkları Konuşma","Speech at Chatham House, London",PresSpeech726.txt,https://www.tccb.gov.tr/konusmalar/353/94018/londra-da-chatham-house-da-yaptiklari-konusma
13.05.2018,Türk-İngiliz Tatlıdil Forumunda Yaptıkları Konuşma,Speech at the Turkish-British Tatlıdil Forum,PresSpeech727.txt,https://www.tccb.gov.tr/konusmalar/353/94017/turk-ingiliz-tatlidil-forumunda-yaptiklari-konusma
12.05.2018,Danıştay'ın 150. Kuruluş Yıldönümü Yemeğinde Yaptıkları Konuşma,Speech of the Council of State at the 150th Anniversary Dinner,PresSpeech728.txt,https://www.tccb.gov.tr/konusmalar/353/94016/danistay-in-150-kurulus-yildonumu-yemeginde-yaptiklari-konusma
